,BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
2599,3,19500,125,1,Super Area,Delhi,Unfurnished,2
2600,2,18000,730,2,Carpet Area,Delhi,Unfurnished,2
2601,2,25000,160,3,Carpet Area,Delhi,Semi-Furnished,2
2602,2,18000,1000,0,Super Area,Delhi,Unfurnished,2
2603,1,10000,450,1,Super Area,Delhi,Furnished,1
2604,2,12000,75,2,Super Area,Delhi,Furnished,2
2605,3,25000,2000,1,Super Area,Delhi,Semi-Furnished,3
2606,4,40000,2400,4,Super Area,Delhi,Unfurnished,3
2607,2,30000,1800,0,Super Area,Delhi,Semi-Furnished,2
2608,3,29000,1800,0,Super Area,Delhi,Unfurnished,3
2609,3,35000,2200,2,Super Area,Delhi,Unfurnished,3
2610,3,21000,2200,0,Carpet Area,Delhi,Semi-Furnished,2
2611,3,31000,900,3,Carpet Area,Delhi,Semi-Furnished,2
2612,2,8000,75,2,Super Area,Delhi,Unfurnished,1
2613,2,15500,75,2,Super Area,Delhi,Semi-Furnished,2
2614,3,32000,1800,3,Carpet Area,Delhi,Semi-Furnished,3
2615,3,30000,160,2,Carpet Area,Delhi,Semi-Furnished,3
2616,4,42000,2700,2,Carpet Area,Delhi,Semi-Furnished,4
2617,3,20500,1050,3,Carpet Area,Delhi,Furnished,2
2618,3,60000,1800,2,Super Area,Delhi,Furnished,3
2619,2,95000,2700,1,Super Area,Delhi,Furnished,2
2620,1,16000,499,2,Carpet Area,Delhi,Semi-Furnished,1
2621,1,8500,450,3,Carpet Area,Delhi,Unfurnished,1
2622,1,14000,60,3,Super Area,Delhi,Unfurnished,1
2623,3,140000,2200,0,Super Area,Delhi,Unfurnished,3
2624,2,8000,130,0,Super Area,Delhi,Unfurnished,1
2625,3,12500,650,3,Super Area,Delhi,Semi-Furnished,1
2626,2,14000,100,3,Super Area,Delhi,Unfurnished,1
2627,2,6000,45,2,Super Area,Delhi,Unfurnished,1
2628,2,10000,600,2,Super Area,Delhi,Unfurnished,2
2629,3,15000,800,0,Super Area,Delhi,Unfurnished,1
2630,3,8000,1500,1,Carpet Area,Delhi,Unfurnished,3
2631,1,10000,30,1,Super Area,Delhi,Furnished,1
2632,1,8500,55,0,Super Area,Delhi,Unfurnished,1
2633,2,25000,900,0,Carpet Area,Delhi,Semi-Furnished,2
2634,2,13000,1000,1,Carpet Area,Delhi,Unfurnished,1
2635,1,6000,360,1,Super Area,Delhi,Semi-Furnished,1
2636,1,7000,450,1,Super Area,Delhi,Furnished,1
2637,2,22000,900,4,Super Area,Delhi,Semi-Furnished,2
2638,2,40000,1100,2,Super Area,Delhi,Furnished,2
2639,2,22000,700,0,Super Area,Delhi,Furnished,2
2640,1,4500,400,1,Super Area,Delhi,Unfurnished,1
2641,3,15000,950,0,Super Area,Delhi,Unfurnished,2
2642,3,130000,3000,1,Super Area,Delhi,Semi-Furnished,4
2643,2,23000,950,3,Carpet Area,Delhi,Unfurnished,2
2644,3,45000,1100,1,Super Area,Delhi,Semi-Furnished,3
2645,1,15000,497,3,Carpet Area,Delhi,Unfurnished,1
2646,3,13000,100,3,Super Area,Delhi,Semi-Furnished,2
2647,2,10000,70,1,Super Area,Delhi,Semi-Furnished,2
2648,2,10000,55,2,Super Area,Delhi,Unfurnished,2
2649,1,6500,300,4,Super Area,Delhi,Unfurnished,1
2650,1,7000,400,2,Carpet Area,Delhi,Unfurnished,1
2651,2,7000,500,2,Super Area,Delhi,Semi-Furnished,2
2652,4,17401,650,4,Super Area,Delhi,Furnished,2
2653,1,5500,630,0,Super Area,Delhi,Furnished,1
2654,1,20000,450,1,Super Area,Delhi,Unfurnished,1
2655,2,7000,500,1,Super Area,Delhi,Semi-Furnished,1
2656,5,190000,200,2,Carpet Area,Delhi,Unfurnished,5
2657,2,13000,95,1,Super Area,Delhi,Semi-Furnished,1
2658,4,60000,272,0,Carpet Area,Delhi,Furnished,3
2659,2,17000,800,2,Carpet Area,Delhi,Unfurnished,2
2660,2,16000,50,2,Super Area,Delhi,Unfurnished,2
2661,1,9500,400,2,Super Area,Delhi,Furnished,1
2662,1,5000,450,0,Super Area,Delhi,Unfurnished,1
2663,3,27000,1800,2,Carpet Area,Delhi,Semi-Furnished,3
2664,3,29000,1800,2,Carpet Area,Delhi,Semi-Furnished,3
2665,3,29000,2000,1,Carpet Area,Delhi,Semi-Furnished,3
2666,4,37000,2700,2,Carpet Area,Delhi,Semi-Furnished,4
2667,4,36000,2700,2,Carpet Area,Delhi,Semi-Furnished,3
2668,3,35000,1800,4,Carpet Area,Delhi,Semi-Furnished,3
2669,4,42000,2700,2,Carpet Area,Delhi,Semi-Furnished,4
2670,3,37000,1800,1,Carpet Area,Delhi,Semi-Furnished,3
2671,3,30000,1800,2,Carpet Area,Delhi,Semi-Furnished,3
2672,3,20000,1200,2,Super Area,Delhi,Semi-Furnished,2
2673,1,8500,600,1,Carpet Area,Delhi,Semi-Furnished,1
2674,1,11000,350,2,Super Area,Delhi,Furnished,1
2675,2,14000,100,2,Super Area,Delhi,Semi-Furnished,2
2676,3,55000,1800,1,Carpet Area,Delhi,Unfurnished,3
2677,2,25000,900,3,Carpet Area,Delhi,Semi-Furnished,2
2678,3,20500,1150,3,Carpet Area,Delhi,Unfurnished,2
2679,4,28000,1400,2,Carpet Area,Delhi,Semi-Furnished,2
2680,1,5000,500,0,Super Area,Delhi,Semi-Furnished,1
2681,4,35000,300,2,Carpet Area,Delhi,Semi-Furnished,3
2682,3,30000,1800,2,Carpet Area,Delhi,Semi-Furnished,3
2683,1,10000,500,3,Carpet Area,Delhi,Unfurnished,1
2684,1,11000,500,0,Super Area,Delhi,Unfurnished,1
2685,2,17000,80,1,Super Area,Delhi,Semi-Furnished,2
2686,2,35000,1000,2,Super Area,Delhi,Semi-Furnished,2
2687,3,30000,1600,6,Super Area,Delhi,Unfurnished,2
2688,4,30000,1800,6,Super Area,Delhi,Semi-Furnished,4
2689,2,13000,400,0,Carpet Area,Delhi,Semi-Furnished,2
2690,2,13000,900,0,Super Area,Delhi,Semi-Furnished,2
2691,1,11000,480,4,Carpet Area,Delhi,Unfurnished,1
2692,1,13000,180,2,Carpet Area,Delhi,Unfurnished,1
2693,2,33000,1000,1,Carpet Area,Delhi,Unfurnished,2
2694,3,25000,1120,2,Super Area,Delhi,Unfurnished,2
2695,3,70000,1800,2,Carpet Area,Delhi,Semi-Furnished,3
2696,3,30000,1200,1,Carpet Area,Delhi,Semi-Furnished,2
2697,1,9000,550,1,Super Area,Delhi,Semi-Furnished,1
2698,2,14500,1400,3,Super Area,Delhi,Unfurnished,1
2699,3,50000,1600,2,Carpet Area,Delhi,Semi-Furnished,2
2700,1,20000,650,1,Carpet Area,Delhi,Semi-Furnished,1
2701,4,15000,120,0,Super Area,Delhi,Furnished,4
2702,2,7500,450,1,Carpet Area,Delhi,Unfurnished,1
2703,1,13500,520,0,Super Area,Delhi,Furnished,1
2704,1,14000,850,2,Super Area,Delhi,Semi-Furnished,1
2705,2,18000,850,1,Carpet Area,Delhi,Semi-Furnished,2
2706,2,14000,585,2,Carpet Area,Delhi,Semi-Furnished,1
2707,3,65000,1600,0,Carpet Area,Delhi,Furnished,2
2708,2,22000,950,2,Super Area,Delhi,Unfurnished,2
2709,1,4000,120,1,Super Area,Delhi,Unfurnished,1
2710,2,10000,500,3,Super Area,Delhi,Semi-Furnished,1
2711,1,7500,200,2,Carpet Area,Delhi,Unfurnished,1
2712,1,17000,550,2,Super Area,Delhi,Semi-Furnished,1
2713,1,18000,650,2,Carpet Area,Delhi,Semi-Furnished,1
2714,4,70000,2800,6,Carpet Area,Delhi,Unfurnished,4
2715,1,10000,50,3,Super Area,Delhi,Furnished,1
2716,2,15000,550,4,Carpet Area,Delhi,Unfurnished,1
2717,2,16500,90,4,Super Area,Delhi,Semi-Furnished,2
2718,3,100000,2925,1,Super Area,Delhi,Semi-Furnished,3
2719,1,7500,150,4,Carpet Area,Delhi,Furnished,1
2720,2,6000,450,1,Super Area,Delhi,Unfurnished,1
2721,2,18000,750,4,Carpet Area,Delhi,Unfurnished,2
2722,2,18000,975,0,Super Area,Delhi,Semi-Furnished,1
2723,3,8000,106,0,Super Area,Delhi,Semi-Furnished,1
2724,2,14000,750,4,Super Area,Delhi,Furnished,2
2725,2,11000,80,2,Super Area,Delhi,Semi-Furnished,2
2726,3,25000,96,2,Super Area,Delhi,Unfurnished,2
2727,1,9000,500,1,Super Area,Delhi,Unfurnished,1
2728,3,47000,1550,0,Carpet Area,Delhi,Semi-Furnished,2
2729,2,20000,1000,3,Super Area,Delhi,Semi-Furnished,2
2730,1,6000,400,2,Super Area,Delhi,Unfurnished,1
2731,1,5000,450,1,Super Area,Delhi,Unfurnished,1
2732,2,20000,1000,3,Super Area,Delhi,Semi-Furnished,1
2733,1,10000,450,2,Super Area,Delhi,Unfurnished,1
2734,3,15000,100,3,Super Area,Delhi,Semi-Furnished,2
2735,2,13500,550,2,Carpet Area,Delhi,Semi-Furnished,2
2736,1,5500,400,2,Super Area,Delhi,Semi-Furnished,1
2737,1,14000,60,1,Super Area,Delhi,Furnished,1
2738,4,18000,900,3,Super Area,Delhi,Unfurnished,2
2739,1,20000,700,1,Super Area,Delhi,Semi-Furnished,1
2740,2,9300,500,2,Super Area,Delhi,Unfurnished,1
2741,3,80000,2000,2,Carpet Area,Delhi,Furnished,3
2742,2,7500,400,2,Carpet Area,Delhi,Semi-Furnished,1
2743,3,30000,1500,1,Carpet Area,Delhi,Unfurnished,2
2744,2,13000,70,2,Super Area,Delhi,Unfurnished,1
2745,2,8500,60,2,Super Area,Delhi,Unfurnished,2
2746,3,44300,200,1,Carpet Area,Delhi,Semi-Furnished,3
2747,2,45000,1650,2,Carpet Area,Delhi,Furnished,2
2748,2,30000,1150,3,Carpet Area,Delhi,Unfurnished,2
2749,2,40000,1800,0,Carpet Area,Delhi,Furnished,2
2750,4,530000,4000,3,Carpet Area,Delhi,Semi-Furnished,5
2751,2,12000,900,1,Super Area,Delhi,Unfurnished,1
2752,2,13500,700,1,Super Area,Delhi,Unfurnished,1
2753,2,30000,900,2,Super Area,Delhi,Unfurnished,2
2754,1,9500,400,2,Super Area,Delhi,Semi-Furnished,1
2755,4,200000,2700,0,Carpet Area,Delhi,Unfurnished,4
2756,3,30000,2000,0,Super Area,Delhi,Unfurnished,3
2757,2,9000,450,1,Super Area,Delhi,Unfurnished,1
2758,2,13000,400,2,Carpet Area,Delhi,Unfurnished,1
2759,2,7000,500,1,Super Area,Delhi,Semi-Furnished,1
2760,1,18000,450,1,Carpet Area,Delhi,Furnished,1
2761,1,3500,350,1,Super Area,Delhi,Unfurnished,1
2762,4,65000,272,1,Carpet Area,Delhi,Unfurnished,4
2763,1,19000,545,2,Super Area,Delhi,Furnished,1
2764,2,23000,84,0,Super Area,Delhi,Semi-Furnished,2
2765,1,12000,600,2,Super Area,Delhi,Furnished,1
2766,2,15000,75,3,Super Area,Delhi,Unfurnished,2
2767,3,38000,165,2,Carpet Area,Delhi,Semi-Furnished,2
2768,3,50000,1100,1,Carpet Area,Delhi,Unfurnished,3
2769,1,6500,500,3,Super Area,Delhi,Unfurnished,1
2770,3,35000,150,1,Carpet Area,Delhi,Semi-Furnished,3
2771,2,15000,70,2,Super Area,Delhi,Semi-Furnished,2
2772,3,30000,250,1,Super Area,Delhi,Semi-Furnished,2
2773,2,10000,70,1,Super Area,Delhi,Unfurnished,2
2774,1,18000,300,3,Carpet Area,Delhi,Semi-Furnished,1
2775,3,30000,1800,1,Carpet Area,Delhi,Semi-Furnished,3
2776,1,16000,400,3,Carpet Area,Delhi,Semi-Furnished,1
2777,3,22000,1250,2,Super Area,Delhi,Semi-Furnished,2
2778,2,9000,480,1,Super Area,Delhi,Semi-Furnished,1
2779,2,20200,84,2,Carpet Area,Delhi,Semi-Furnished,2
2780,2,19500,84,2,Carpet Area,Delhi,Semi-Furnished,2
2781,2,21000,600,3,Carpet Area,Delhi,Semi-Furnished,2
2782,2,20000,600,0,Carpet Area,Delhi,Semi-Furnished,2
2783,2,13000,720,2,Super Area,Delhi,Semi-Furnished,2
2784,2,6500,75,1,Carpet Area,Delhi,Unfurnished,1
2785,3,25000,1000,1,Super Area,Delhi,Unfurnished,2
2786,2,20000,900,2,Carpet Area,Delhi,Semi-Furnished,2
2787,2,33000,2200,1,Carpet Area,Delhi,Semi-Furnished,2
2788,3,18000,900,0,Carpet Area,Delhi,Semi-Furnished,1
2789,1,13000,550,3,Carpet Area,Delhi,Semi-Furnished,1
2790,2,10000,450,4,Super Area,Delhi,Furnished,1
2791,2,10000,470,2,Super Area,Delhi,Furnished,2
2792,3,23000,125,3,Super Area,Delhi,Semi-Furnished,2
2793,1,20000,400,3,Carpet Area,Delhi,Furnished,1
2794,4,150000,2600,2,Carpet Area,Delhi,Semi-Furnished,4
2795,3,25000,1500,5,Carpet Area,Delhi,Semi-Furnished,3
2796,2,21000,80,3,Super Area,Delhi,Semi-Furnished,1
2797,3,30000,1100,3,Carpet Area,Delhi,Semi-Furnished,2
2798,2,22000,1000,4,Super Area,Delhi,Semi-Furnished,2
2799,2,14000,800,3,Super Area,Delhi,Unfurnished,2
2800,2,7000,50,2,Super Area,Delhi,Furnished,1
2801,2,18500,1000,2,Super Area,Delhi,Semi-Furnished,2
2802,1,8500,550,2,Carpet Area,Delhi,Unfurnished,1
2803,1,8000,450,0,Carpet Area,Delhi,Unfurnished,1
2804,2,10000,670,2,Super Area,Delhi,Furnished,2
2805,2,15000,700,1,Super Area,Delhi,Semi-Furnished,1
2806,3,37000,125,3,Super Area,Delhi,Semi-Furnished,2
2807,3,90000,1872,1,Super Area,Delhi,Semi-Furnished,3
2808,2,12000,650,2,Carpet Area,Delhi,Unfurnished,1
2809,2,13000,550,1,Carpet Area,Delhi,Unfurnished,2
2810,2,22000,84,0,Carpet Area,Delhi,Semi-Furnished,2
2811,1,4000,90,0,Super Area,Delhi,Unfurnished,2
2812,2,12000,1000,1,Super Area,Delhi,Unfurnished,2
2813,1,9000,65,3,Super Area,Delhi,Unfurnished,1
2814,2,14000,75,2,Super Area,Delhi,Unfurnished,1
2815,1,15000,250,0,Carpet Area,Delhi,Furnished,1
2816,2,12500,900,3,Super Area,Delhi,Unfurnished,2
2817,3,30000,900,3,Carpet Area,Delhi,Semi-Furnished,3
2818,2,9500,650,0,Super Area,Delhi,Unfurnished,2
2819,2,15000,900,4,Super Area,Delhi,Semi-Furnished,2
2820,1,12000,800,3,Super Area,Delhi,Semi-Furnished,1
2821,1,8000,410,2,Carpet Area,Delhi,Unfurnished,1
2822,3,70000,1500,2,Super Area,Delhi,Furnished,3
2823,4,250000,2800,2,Carpet Area,Delhi,Unfurnished,4
2824,3,31500,1800,2,Carpet Area,Delhi,Semi-Furnished,2
2825,2,30000,1400,0,Carpet Area,Delhi,Semi-Furnished,2
2826,3,60000,1600,3,Super Area,Delhi,Semi-Furnished,3
2827,3,35000,1200,3,Carpet Area,Delhi,Semi-Furnished,2
2828,3,55000,1150,2,Carpet Area,Delhi,Unfurnished,3
2829,2,20000,110,0,Super Area,Delhi,Semi-Furnished,1
2830,1,6500,300,3,Super Area,Delhi,Furnished,1
2831,2,17000,750,1,Carpet Area,Delhi,Semi-Furnished,2
2832,1,9300,450,1,Carpet Area,Delhi,Semi-Furnished,1
2833,2,7500,410,2,Super Area,Delhi,Unfurnished,1
2834,2,20000,800,2,Super Area,Delhi,Furnished,1
2835,3,18000,120,4,Super Area,Delhi,Furnished,3
2836,1,15000,650,2,Carpet Area,Delhi,Furnished,1
2837,2,13000,400,2,Carpet Area,Delhi,Unfurnished,1
2838,2,20000,810,3,Super Area,Delhi,Semi-Furnished,2
2839,3,12000,700,1,Super Area,Delhi,Furnished,2
2840,2,40000,1125,0,Super Area,Delhi,Furnished,2
2841,2,8000,600,4,Super Area,Delhi,Unfurnished,2
2842,3,95000,1300,1,Carpet Area,Delhi,Furnished,3
2843,3,68000,1450,2,Carpet Area,Delhi,Semi-Furnished,3
2844,3,18000,110,1,Super Area,Delhi,Unfurnished,2
2845,4,130000,3500,1,Carpet Area,Delhi,Semi-Furnished,6
2846,4,150000,4000,3,Carpet Area,Delhi,Semi-Furnished,7
2847,3,75000,2500,1,Carpet Area,Delhi,Semi-Furnished,4
2848,4,110000,3000,2,Carpet Area,Delhi,Semi-Furnished,5
2849,4,150000,3500,3,Carpet Area,Delhi,Semi-Furnished,6
2850,1,10000,240,4,Super Area,Delhi,Semi-Furnished,1
2851,3,24000,1250,2,Carpet Area,Delhi,Unfurnished,2
2852,3,28000,1000,2,Super Area,Delhi,Semi-Furnished,2
2853,3,28000,900,2,Carpet Area,Delhi,Unfurnished,2
2854,2,18000,900,0,Carpet Area,Delhi,Semi-Furnished,2
2855,3,27000,1250,3,Carpet Area,Delhi,Unfurnished,3
2856,2,17000,650,2,Carpet Area,Delhi,Unfurnished,2
2857,3,350000,3200,1,Super Area,Delhi,Semi-Furnished,4
2858,2,25000,900,2,Super Area,Delhi,Semi-Furnished,1
2859,3,16500,1250,2,Carpet Area,Delhi,Unfurnished,2
2860,2,14000,60,3,Carpet Area,Delhi,Semi-Furnished,2
2861,2,18000,90,3,Super Area,Delhi,Unfurnished,2
2862,2,10000,55,3,Super Area,Delhi,Unfurnished,1
2863,2,10000,50,1,Super Area,Delhi,Unfurnished,1
2864,4,100000,400,0,Carpet Area,Delhi,Unfurnished,4
2865,2,25000,680,2,Carpet Area,Delhi,Furnished,1
2866,2,22999,756,2,Carpet Area,Delhi,Semi-Furnished,2
2867,2,6000,500,2,Super Area,Delhi,Unfurnished,1
2868,2,40000,900,0,Carpet Area,Delhi,Furnished,2
2869,3,250000,2000,3,Super Area,Delhi,Furnished,3
2870,1,13000,40,3,Carpet Area,Delhi,Furnished,1
2871,1,14000,100,3,Super Area,Delhi,Furnished,1
2872,2,20000,950,2,Carpet Area,Delhi,Semi-Furnished,2
2873,1,5500,200,1,Carpet Area,Delhi,Furnished,1
2874,2,32000,900,0,Carpet Area,Delhi,Furnished,2
2875,2,8000,750,1,Super Area,Delhi,Semi-Furnished,1
2876,3,25000,1400,3,Carpet Area,Delhi,Unfurnished,3
2877,2,28000,100,2,Carpet Area,Delhi,Semi-Furnished,2
2878,2,22000,100,1,Super Area,Delhi,Semi-Furnished,2
2879,1,21000,100,0,Super Area,Delhi,Semi-Furnished,1
2880,2,30000,1000,2,Super Area,Delhi,Semi-Furnished,2
2881,1,12000,400,2,Carpet Area,Delhi,Unfurnished,1
2882,1,15000,70,2,Super Area,Delhi,Unfurnished,1
2883,1,18000,450,0,Carpet Area,Delhi,Furnished,1
2884,2,18000,900,3,Carpet Area,Delhi,Unfurnished,1
2885,1,10000,42,0,Super Area,Delhi,Semi-Furnished,1
2886,1,16000,400,2,Carpet Area,Delhi,Furnished,1
2887,2,20000,900,3,Carpet Area,Delhi,Semi-Furnished,2
2888,4,28000,1500,2,Carpet Area,Delhi,Semi-Furnished,2
2889,1,7000,70,1,Super Area,Delhi,Semi-Furnished,1
2890,2,30000,450,0,Carpet Area,Delhi,Furnished,1
2891,2,15000,900,0,Carpet Area,Delhi,Semi-Furnished,1
2892,1,8000,500,1,Carpet Area,Delhi,Unfurnished,1
2893,1,9000,400,2,Carpet Area,Delhi,Unfurnished,2
2894,3,33500,150,2,Carpet Area,Delhi,Semi-Furnished,2
2895,1,9500,450,1,Carpet Area,Delhi,Unfurnished,1
2896,2,10000,540,1,Super Area,Delhi,Unfurnished,1
2897,1,20000,400,3,Carpet Area,Delhi,Furnished,1
2898,1,10000,450,2,Carpet Area,Delhi,Unfurnished,1
2899,1,15000,700,4,Super Area,Delhi,Unfurnished,1
2900,3,55000,1450,0,Carpet Area,Delhi,Furnished,2
2901,2,20000,1000,2,Carpet Area,Delhi,Semi-Furnished,2
2902,2,16000,550,1,Carpet Area,Delhi,Semi-Furnished,2
2903,2,23000,900,2,Carpet Area,Delhi,Furnished,2
2904,3,150000,300,2,Super Area,Delhi,Semi-Furnished,3
2905,2,25000,1100,0,Super Area,Delhi,Unfurnished,2
2906,1,9000,600,1,Carpet Area,Delhi,Semi-Furnished,1
2907,1,11000,450,3,Super Area,Delhi,Semi-Furnished,1
2908,2,11500,550,2,Carpet Area,Delhi,Unfurnished,1
2909,3,16000,1000,1,Super Area,Delhi,Unfurnished,2
2910,3,23000,1250,2,Carpet Area,Delhi,Unfurnished,2
2911,4,30000,1950,2,Carpet Area,Delhi,Semi-Furnished,4
2912,3,110000,1750,4,Carpet Area,Delhi,Semi-Furnished,4
2913,1,3500,25,3,Super Area,Delhi,Unfurnished,1
2914,2,12100,700,3,Carpet Area,Delhi,Unfurnished,1
2915,2,19000,1800,1,Carpet Area,Delhi,Unfurnished,1
2916,2,40000,1000,3,Super Area,Delhi,Furnished,2
2917,2,8000,200,2,Super Area,Delhi,Unfurnished,1
2918,3,42000,1700,2,Carpet Area,Delhi,Semi-Furnished,3
2919,3,13000,70,0,Super Area,Delhi,Semi-Furnished,2
2920,3,44000,1700,3,Carpet Area,Delhi,Semi-Furnished,3
2921,1,11000,450,1,Carpet Area,Delhi,Semi-Furnished,1
2922,3,40000,1350,2,Carpet Area,Delhi,Semi-Furnished,3
2923,4,150000,2550,3,Super Area,Delhi,Semi-Furnished,4
2924,2,13000,650,2,Carpet Area,Delhi,Unfurnished,2
2925,2,17500,650,2,Carpet Area,Delhi,Semi-Furnished,2
2926,3,14500,1250,1,Carpet Area,Delhi,Unfurnished,3
2927,3,24000,1250,2,Carpet Area,Delhi,Unfurnished,2
2928,3,30000,1000,3,Carpet Area,Delhi,Unfurnished,2
2929,1,10000,500,2,Super Area,Delhi,Semi-Furnished,1
2930,1,10000,500,3,Carpet Area,Delhi,Semi-Furnished,1
2931,3,90000,1550,2,Carpet Area,Delhi,Semi-Furnished,3
2932,4,280000,3800,1,Carpet Area,Delhi,Semi-Furnished,5
2933,2,32000,1150,1,Super Area,Delhi,Unfurnished,2
2934,3,80000,2000,3,Carpet Area,Delhi,Unfurnished,3
2935,1,5500,30,2,Carpet Area,Delhi,Furnished,1
2936,1,6000,50,3,Carpet Area,Delhi,Semi-Furnished,1
2937,3,30000,1205,2,Super Area,Delhi,Furnished,2
2938,3,42000,1450,2,Carpet Area,Delhi,Semi-Furnished,2
2939,1,5500,200,2,Super Area,Delhi,Unfurnished,1
2940,2,7000,350,2,Super Area,Delhi,Semi-Furnished,2
2941,2,10000,700,0,Super Area,Delhi,Unfurnished,1
2942,1,17000,400,3,Carpet Area,Delhi,Furnished,1
2943,1,18000,700,1,Super Area,Delhi,Semi-Furnished,1
2944,2,14000,1000,1,Carpet Area,Delhi,Semi-Furnished,2
2945,1,17000,450,1,Carpet Area,Delhi,Furnished,1
2946,3,27000,1200,10,Super Area,Delhi,Semi-Furnished,2
2947,3,25000,1200,2,Carpet Area,Delhi,Semi-Furnished,2
2948,2,23000,900,3,Super Area,Delhi,Semi-Furnished,2
2949,2,24500,84,1,Carpet Area,Delhi,Furnished,2
2950,1,10000,200,1,Carpet Area,Delhi,Unfurnished,1
2951,2,35000,1300,2,Super Area,Delhi,Unfurnished,2
2952,2,27000,1300,0,Carpet Area,Delhi,Furnished,2
2953,1,7000,200,1,Carpet Area,Delhi,Unfurnished,1
2954,1,5000,300,0,Carpet Area,Delhi,Semi-Furnished,1
2955,2,5000,550,3,Carpet Area,Delhi,Unfurnished,1
2956,2,12000,950,2,Super Area,Delhi,Semi-Furnished,1
2957,2,30000,750,2,Carpet Area,Delhi,Furnished,2
2958,2,25000,950,0,Carpet Area,Delhi,Semi-Furnished,2
2959,1,6000,350,1,Carpet Area,Delhi,Semi-Furnished,1
2960,3,45000,2000,3,Super Area,Delhi,Unfurnished,3
2961,3,40000,180,0,Carpet Area,Delhi,Unfurnished,3
2962,2,8500,60,2,Super Area,Delhi,Semi-Furnished,1
2963,2,16500,950,2,Carpet Area,Delhi,Unfurnished,1
2964,3,100000,1400,1,Carpet Area,Delhi,Semi-Furnished,3
2965,3,52000,200,2,Carpet Area,Delhi,Unfurnished,2
2966,1,12500,450,2,Carpet Area,Delhi,Furnished,1
2967,2,14000,600,3,Super Area,Delhi,Unfurnished,2
2968,1,15000,350,1,Super Area,Delhi,Unfurnished,1
2969,1,5000,300,1,Carpet Area,Delhi,Furnished,1
2970,2,40000,95,3,Carpet Area,Delhi,Semi-Furnished,2
2971,1,17000,550,3,Super Area,Delhi,Furnished,1
2972,3,15000,900,1,Super Area,Delhi,Furnished,3
2973,1,6000,25,4,Super Area,Delhi,Semi-Furnished,1
2974,3,85000,325,1,Carpet Area,Delhi,Unfurnished,3
2975,2,18000,80,2,Super Area,Delhi,Semi-Furnished,2
2976,2,7500,77,3,Super Area,Delhi,Unfurnished,1
2977,2,10000,60,3,Super Area,Delhi,Semi-Furnished,1
2978,1,9000,100,1,Super Area,Delhi,Furnished,1
2979,3,24000,1300,3,Super Area,Delhi,Semi-Furnished,2
2980,2,12000,500,1,Carpet Area,Delhi,Semi-Furnished,2
2981,2,10500,500,2,Carpet Area,Delhi,Semi-Furnished,2
2982,2,31000,1200,3,Super Area,Delhi,Semi-Furnished,2
2983,1,9000,250,0,Super Area,Delhi,Semi-Furnished,1
2984,2,9000,700,4,Super Area,Delhi,Semi-Furnished,1
2985,3,27000,1050,0,Carpet Area,Delhi,Unfurnished,2
2986,2,12500,500,2,Carpet Area,Delhi,Semi-Furnished,2
2987,2,15000,1100,1,Super Area,Chennai,Semi-Furnished,2
2988,2,6500,1000,0,Super Area,Chennai,Semi-Furnished,2
2989,3,90000,2400,1,Carpet Area,Chennai,Semi-Furnished,3
2990,3,200000,3000,1,Super Area,Chennai,Furnished,4
2991,1,15000,650,0,Carpet Area,Chennai,Semi-Furnished,1
2992,2,15000,1000,17,Carpet Area,Chennai,Semi-Furnished,2
2993,2,7600,700,1,Super Area,Chennai,Unfurnished,2
2994,3,29000,1200,1,Carpet Area,Chennai,Semi-Furnished,3
2995,3,20000,1710,15,Super Area,Chennai,Semi-Furnished,3
2996,2,12000,600,1,Super Area,Chennai,Furnished,2
2997,2,10500,1080,1,Super Area,Chennai,Unfurnished,2
2998,2,29000,1300,0,Super Area,Chennai,Semi-Furnished,2
2999,2,26000,1027,15,Super Area,Chennai,Semi-Furnished,2
3000,3,25000,1350,0,Super Area,Chennai,Furnished,3
3001,2,10000,950,1,Super Area,Chennai,Unfurnished,2
3002,2,14000,1300,1,Super Area,Chennai,Unfurnished,2
3003,2,6000,600,1,Super Area,Chennai,Unfurnished,1
3004,3,40000,1428,0,Super Area,Chennai,Unfurnished,2
3005,2,23000,920,2,Carpet Area,Chennai,Semi-Furnished,2
3006,2,10000,600,0,Carpet Area,Chennai,Semi-Furnished,2
3007,2,10000,810,0,Carpet Area,Chennai,Unfurnished,1
3008,2,15000,1200,0,Super Area,Chennai,Semi-Furnished,2
3009,1,11000,550,3,Super Area,Chennai,Semi-Furnished,1
3010,2,20000,600,1,Super Area,Chennai,Unfurnished,1
3011,2,15000,850,0,Super Area,Chennai,Furnished,1
3012,4,22000,2117,20,Carpet Area,Chennai,Semi-Furnished,4
3013,2,6000,900,1,Super Area,Chennai,Unfurnished,2
3014,2,20000,1000,0,Super Area,Chennai,Semi-Furnished,2
3015,1,6500,500,2,Super Area,Chennai,Unfurnished,1
3016,2,12000,800,1,Super Area,Chennai,Semi-Furnished,1
3017,2,27000,1550,2,Super Area,Chennai,Semi-Furnished,3
3018,2,15000,1500,0,Super Area,Chennai,Unfurnished,2
3019,3,20000,1700,0,Carpet Area,Chennai,Furnished,6
3020,2,22000,700,3,Super Area,Chennai,Semi-Furnished,2
3021,1,7000,400,1,Super Area,Chennai,Unfurnished,1
3022,2,7000,450,1,Super Area,Chennai,Semi-Furnished,1
